-0.41	0.90	-0.06
-0.40	0.90	-0.06
-0.40	0.90	-0.06
-0.40	0.90	-0.06
-0.40	0.90	-0.05
-0.40	0.90	-0.05
-0.40	0.90	-0.05
-0.41	0.90	-0.05
-0.41	0.90	-0.05
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.42	0.89	-0.06
-0.42	0.89	-0.07
-0.42	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.41	0.90	-0.05
-0.41	0.90	-0.05
-0.41	0.90	-0.06
-0.41	0.90	-0.06
-0.41	0.89	-0.06
-0.42	0.89	-0.06
-0.42	0.89	-0.07
-0.42	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.42	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.41	0.89	-0.07
-0.40	0.89	-0.07
-0.41	0.90	-0.07
-0.41	0.90	-0.07
-0.41	0.90	-0.07
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.41	0.89	-0.05
-0.41	0.89	-0.05
-0.41	0.89	-0.05
-0.41	0.89	-0.04
-0.41	0.89	-0.04
-0.40	0.90	-0.05
-0.40	0.90	-0.05
-0.40	0.90	-0.04
-0.40	0.90	-0.05
-0.40	0.89	-0.05
-0.41	0.90	-0.06
-0.41	0.89	-0.06
-0.41	0.89	-0.06
-0.41	0.89	-0.07
-0.41	0.89	-0.08
-0.41	0.89	-0.08
-0.41	0.89	-0.08
-0.41	0.89	-0.08
-0.41	0.89	-0.08
-0.41	0.89	-0.08
-0.41	0.89	-0.08
-0.41	0.89	-0.08
-0.40	0.89	-0.08
-0.41	0.89	-0.08
-0.42	0.89	-0.08
-0.42	0.89	-0.08
-0.42	0.89	-0.08
-0.42	0.89	-0.08
-0.42	0.89	-0.07
-0.42	0.89	-0.07
-0.42	0.88	-0.06
